meta-configNo;meta-seed;fs-TCAlgo;fs-TCParamK;fs-TCParamA;fs-WOpt;fs-TCint;fc-MobSpeed;fc-Scenario;fc-DatacollectionProbability;fc-WorldSize;fc-NodeCount;fc-EdgeCount;fc-TopologyDensity;m-EMean;m-EMedian;m-EStddev;m-EJain;m-DropRate;m-EndToEndDropRate;m-EndToEndLatency;m-TopologyStorageSpanner;m-TopologyDensitySpanner;m-HopSpannerMean;m-HopSpannerMax
125;5;E_KTC;1.00;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4164;83.3;43279665.87;40471445.59;4527082.39;0.99;0.3154;0.9364;13429.4464;0.09;0.07;6.00;2.30
126;1;E_KTC;1.00;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4114;82.3;56349713.23;55030302.80;3180121.13;1.00;0.5662;0.9730;14530.1869;0.10;0.08;6.17;2.46
127;2;E_KTC;1.00;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4388;87.8;59561684.46;58117402.44;2629444.37;1.00;0.5851;0.9761;13383.6172;0.09;0.08;5.00;2.19
128;3;E_KTC;1.00;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4140;82.8;62889098.14;61388258.07;2406714.31;1.00;0.5616;0.9782;14007.9942;0.09;0.08;6.67;2.43
129;4;E_KTC;1.00;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4592;91.8;52720475.44;51266129.63;2434880.29;1.00;0.5330;0.9759;14376.1864;0.10;0.08;7.00;2.46
132;2;E_KTC;1.00;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4474;89.5;53802395.97;51159271.08;5446473.96;0.99;0.6040;0.9569;5113.2257;0.09;0.07;7.00;2.34
131;1;E_KTC;1.00;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4396;87.9;46275118.98;43429409.33;3955738.08;0.99;0.5378;0.9606;8730.4242;0.09;0.07;5.00;2.17
133;3;E_KTC;1.00;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4210;84.2;61904729.43;58678201.73;7763276.14;0.98;0.5951;0.9523;5377.5197;0.08;0.06;5.00;2.21
136;1;E_KTC;1.00;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4632;92.6;47512400.78;43763443.86;7027502.99;0.98;0.5015;0.9244;7923.7466;0.10;0.08;6.00;2.19
135;5;E_KTC;1.00;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4404;88.1;56376001.44;54549999.82;2706987.79;1.00;0.3749;0.9400;7524.8389;0.09;0.07;6.00;2.31
134;4;E_KTC;1.00;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4930;98.6;64443377.83;61480195.33;5463937.21;0.99;0.4042;0.9288;6951.1746;0.09;0.07;5.00;2.25
137;2;E_KTC;1.00;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;5050;101.0;44531383.10;35935414.82;12693762.29;0.93;0.4598;0.9285;10517.5079;0.10;0.07;6.00;2.30
130;5;E_KTC;1.00;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4150;83.0;50039508.75;49028106.99;2090999.86;1.00;0.5720;0.9799;13093.2663;0.10;0.08;7.00;2.54
141;1;E_KTC;1.41;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;3926;78.5;43794890.01;12880346.54;76078613.85;0.25;0.5793;0.8063;13093.7940;0.58;0.57;2.00;1.32
138;3;E_KTC;1.00;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4596;91.9;58139730.94;51713277.60;10593601.57;0.97;0.5831;0.9501;7855.2352;0.10;0.08;5.00;2.18
143;3;E_KTC;1.41;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;3930;78.6;76962993.62;53861164.79;61403606.49;0.61;0.6808;0.8525;11465.5457;0.58;0.57;3.00;1.31
142;2;E_KTC;1.41;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4018;80.4;45037417.69;13885562.29;75561157.10;0.26;0.6440;0.8313;12737.4122;0.60;0.59;3.00;1.30
140;5;E_KTC;1.00;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4634;92.7;55547135.58;52488488.55;5346237.80;0.99;0.3325;0.9280;6597.7347;0.09;0.07;5.00;2.24
139;4;E_KTC;1.00;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4928;98.6;47960873.03;44320987.06;7297099.41;0.98;0.2584;0.8706;6779.1145;0.09;0.07;5.00;2.31
144;4;E_KTC;1.41;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4158;83.2;53300553.13;27295442.67;72033952.90;0.36;0.6713;0.8418;12492.2562;0.62;0.61;3.00;1.29
145;5;E_KTC;1.41;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4018;80.4;74113654.89;49129570.17;65278452.64;0.57;0.6519;0.8532;13014.5618;0.55;0.54;3.00;1.34
146;1;E_KTC;1.41;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4054;81.1;51927453.69;43423110.81;56552738.31;0.46;0.8635;0.9347;11270.5229;0.50;0.49;2.93;1.37
148;3;E_KTC;1.41;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;3994;79.9;50379665.60;42551539.22;58060078.93;0.43;0.8148;0.9079;11374.2176;0.51;0.50;2.87;1.36
149;4;E_KTC;1.41;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4336;86.7;56411478.27;46932125.31;56201778.73;0.50;0.8613;0.9355;11252.8358;0.49;0.48;2.96;1.38
147;2;E_KTC;1.41;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4124;82.5;55932749.63;47376308.25;56463133.49;0.50;0.8678;0.9353;11207.4755;0.48;0.47;2.96;1.39
151;1;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4090;81.8;46921583.99;39213722.30;56886553.27;0.41;0.7792;0.8915;11528.1509;0.48;0.47;2.97;1.40
152;2;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4252;85.0;52068483.88;43640653.44;54802697.96;0.48;0.8611;0.9351;11271.3803;0.46;0.45;3.00;1.40
150;5;E_KTC;1.41;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4096;81.9;58941738.62;49647426.98;55435427.76;0.53;0.8571;0.9367;11289.6023;0.50;0.49;2.85;1.37
156;1;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4204;84.1;44497209.58;33094518.00;54610908.68;0.40;0.6673;0.8588;12643.3740;0.45;0.44;3.00;1.43
153;3;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4040;80.8;51698652.94;43826902.80;54848539.42;0.47;0.8588;0.9345;11290.3276;0.47;0.46;2.98;1.40
154;4;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4470;89.4;50680461.17;41343099.26;57340850.39;0.44;0.8385;0.9214;11297.6495;0.47;0.46;3.00;1.40
157;2;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4390;87.8;51937117.28;43329712.22;52266781.83;0.50;0.8488;0.9355;11395.4763;0.44;0.43;3.21;1.43
159;4;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4702;94.0;50001621.86;38568187.92;54403968.73;0.46;0.7711;0.9020;11950.8975;0.45;0.44;3.07;1.42
158;3;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4168;83.4;51114804.09;40234269.48;48484038.72;0.53;0.8381;0.9373;11587.1274;0.42;0.41;3.03;1.44
155;5;E_KTC;1.41;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4116;82.3;55819075.20;47529402.05;54980925.45;0.51;0.8356;0.9257;11355.3999;0.47;0.46;3.00;1.40
160;5;E_KTC;1.41;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4164;83.3;56056465.44;46926357.29;50293294.05;0.56;0.8378;0.9363;11512.8092;0.44;0.43;3.10;1.42
161;1;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4114;82.3;52420162.97;45047552.42;51094432.56;0.52;0.8593;0.9386;11284.1182;0.46;0.45;3.03;1.41
163;3;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4140;82.8;56902453.57;49074757.05;51285160.22;0.55;0.8560;0.9400;11279.0572;0.44;0.43;3.04;1.42
162;2;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4388;87.8;52354722.70;44953313.37;50358064.40;0.52;0.8576;0.9396;11318.9067;0.45;0.43;3.05;1.42
164;4;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4592;91.8;54747533.83;46623167.13;52454984.59;0.52;0.8584;0.9381;11256.9457;0.45;0.44;3.04;1.41
166;1;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4396;87.9;50937540.79;41406835.38;45530167.90;0.56;0.8351;0.9410;11677.3973;0.43;0.42;3.23;1.43
167;2;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4474;89.5;50350832.34;41264556.67;46261645.71;0.54;0.8120;0.9325;11889.5314;0.44;0.43;3.56;1.42
168;3;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4210;84.2;52687906.37;43325063.57;45624558.87;0.57;0.8295;0.9418;11722.0013;0.43;0.41;3.31;1.44
171;1;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4632;92.6;44985128.18;31245385.59;51425655.24;0.44;0.6520;0.8740;13266.8687;0.46;0.44;3.31;1.41
170;5;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4404;88.1;60145017.36;50493903.15;46622837.90;0.63;0.7860;0.9220;11910.8794;0.44;0.43;3.29;1.43
169;4;E_KTC;1.41;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4930;98.6;44891741.84;35318696.23;49769978.55;0.45;0.6791;0.8663;12439.7478;0.44;0.43;3.20;1.43
172;2;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;5050;101.0;48019277.98;34697819.68;51436734.08;0.47;0.7182;0.9001;12844.9864;0.44;0.43;3.07;1.42
173;3;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4596;91.9;46038089.44;34759619.70;48363399.22;0.48;0.6700;0.8902;13424.6902;0.45;0.43;3.31;1.43
174;4;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4928;98.6;44186952.30;33464086.23;50782443.15;0.43;0.6387;0.8617;13338.5932;0.45;0.44;3.22;1.42
175;5;E_KTC;1.41;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4634;92.7;49337820.49;38572162.87;45615857.66;0.54;0.7893;0.9267;12237.4734;0.48;0.46;3.21;1.40
165;5;E_KTC;1.41;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4150;83.0;60645815.79;52399247.68;51735029.08;0.58;0.8557;0.9402;11293.2361;0.45;0.44;3.03;1.41
176;1;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;3926;78.5;40992495.21;22806582.71;17336296.61;0.85;0.2641;0.9619;22438.3544;0.07;0.05;26.00;7.69
177;2;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4018;80.4;43832134.86;28057977.91;17291884.64;0.87;0.2732;0.9536;28292.1759;0.07;0.05;25.00;7.59
178;3;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;3930;78.6;41927832.20;26857933.57;17814348.52;0.85;0.2661;0.9410;30561.5843;0.07;0.05;31.00;7.83
179;4;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4158;83.2;41716058.70;25375486.94;17995435.26;0.84;0.2657;0.9353;27340.6913;0.07;0.05;30.00;9.05
180;5;LMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4018;80.4;42045320.40;27474985.52;16616105.05;0.87;0.2623;0.9382;14136.3362;0.07;0.05;42.00;9.67
181;1;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4054;81.1;7938919.38;6134044.81;2598571.80;0.90;0.0011;0.9546;112.5781;0.04;0.03;31.00;8.42
183;3;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;3994;79.9;7380415.99;6067148.49;2217548.86;0.92;0.0000;0.9573;13.3394;0.04;0.02;28.00;7.72
182;2;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4124;82.5;8764184.26;6573321.20;3435484.65;0.87;0.0014;0.9462;274.2815;0.04;0.02;39.00;8.68
184;4;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4336;86.7;7765972.70;6046014.28;2389084.47;0.91;0.0047;0.9589;144.7403;0.04;0.02;39.00;9.43
186;1;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4090;81.8;9559415.44;8498090.71;1605123.90;0.97;0.4282;0.9751;65.1167;0.04;0.02;32.00;8.14
188;3;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4040;80.8;6287530.56;5831892.00;1200036.46;0.97;0.0000;0.9747;0.2154;0.03;0.02;37.00;8.65
189;4;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4470;89.4;6298456.21;5831892.00;1189544.52;0.97;0.0000;0.9758;0.4732;0.03;0.02;38.00;9.57
185;5;LMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4096;81.9;8127574.06;6168447.48;2797824.07;0.90;0.0009;0.9546;181.9380;0.04;0.03;35.00;8.18
187;2;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4252;85.0;14511407.22;13367723.41;1646267.01;0.99;0.4961;0.9761;794.9943;0.03;0.02;43.00;9.75
191;1;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4204;84.1;20536760.65;17612799.41;3952716.70;0.96;0.5747;0.9783;1258.4553;0.03;0.01;36.00;9.04
192;2;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4390;87.8;27857610.56;24089288.72;6673581.11;0.95;0.7242;0.9752;2675.4091;0.04;0.02;49.00;11.51
193;3;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4168;83.4;20940499.64;16217614.12;7934419.78;0.88;0.4689;0.9543;4360.9160;0.03;0.01;30.00;9.75
190;5;LMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4116;82.3;6244617.88;5831892.00;1118312.96;0.97;0.0000;0.9763;0.2352;0.04;0.02;37.00;9.87
194;4;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4702;94.0;7845520.95;7277435.16;1010516.25;0.98;0.3083;0.9812;195.7775;0.03;0.01;31.00;9.82
195;5;LMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4164;83.3;8703236.38;7784462.00;1397451.92;0.98;0.3357;0.9785;122.8304;0.03;0.01;22.00;7.90
197;2;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4388;87.8;23540303.94;21764114.91;3104340.62;0.98;0.6716;0.9787;1328.6181;0.03;0.01;46.00;11.76
196;1;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4114;82.3;12287481.04;11059644.94;1900186.70;0.98;0.5046;0.9788;229.8366;0.03;0.01;28.00;7.75
198;3;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4140;82.8;13093222.41;11828040.64;1861181.16;0.98;0.5920;0.9785;213.4041;0.03;0.01;40.00;10.05
199;4;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4592;91.8;6377112.03;5831892.00;1308403.53;0.96;0.0000;0.9745;0.2244;0.03;0.01;25.00;7.45
201;1;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4396;87.9;30621679.12;25791111.21;6767420.23;0.95;0.4321;0.9643;4142.7119;0.03;0.01;36.00;9.22
202;2;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4474;89.5;33051266.64;28323085.52;7722739.71;0.95;0.6240;0.9825;7804.7829;0.03;0.01;30.00;7.86
203;3;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4210;84.2;32375555.66;27536422.74;7302936.30;0.95;0.6958;0.9817;4265.3298;0.03;0.01;20.00;7.74
204;4;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4930;98.6;6278043.56;5831892.00;1245812.04;0.96;0.0000;0.9753;0.1236;0.03;0.01;27.00;9.54
206;1;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4632;92.6;36784663.14;31750606.65;7800572.41;0.96;0.5940;0.9713;9354.4416;0.04;0.02;34.00;8.69
205;5;LMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4404;88.1;6188085.34;5831892.00;1056912.01;0.97;0.0000;0.9789;0.0962;0.03;0.01;28.00;9.11
207;2;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;5050;101.0;50052663.74;42744149.15;13008089.93;0.94;0.7007;0.9790;5743.9378;0.04;0.02;37.00;10.25
208;3;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4596;91.9;52991103.88;44837414.72;12294111.64;0.95;0.6466;0.9766;7899.5327;0.04;0.02;29.00;9.10
200;5;LMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4150;83.0;6331301.19;5831892.00;1292678.00;0.96;0.0000;0.9758;0.1975;0.03;0.01;23.00;7.73
209;4;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4928;98.6;8719052.23;7725607.55;1349219.29;0.98;0.3452;0.9792;124.8442;0.04;0.02;30.00;10.40
210;5;LMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4634;92.7;8949127.32;7904735.73;1725236.82;0.96;0.2819;0.9764;188.9938;0.04;0.02;29.00;8.96
211;1;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;3926;78.5;40997349.42;23013378.30;17421657.98;0.85;0.2659;0.9623;22209.9243;0.07;0.05;36.00;8.43
212;2;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4018;80.4;45649870.96;29991615.88;17355340.42;0.87;0.2763;0.9546;27538.0728;0.07;0.05;32.00;8.01
213;3;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;3930;78.6;43048871.05;27590976.67;17610909.74;0.86;0.2682;0.9427;30348.0225;0.07;0.05;31.00;8.47
214;4;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4158;83.2;41716058.70;25375486.94;17995435.26;0.84;0.2657;0.9353;27340.6913;0.07;0.05;30.00;9.05
216;1;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4054;81.1;7938919.38;6134044.81;2598571.80;0.90;0.0011;0.9546;112.5781;0.04;0.03;39.00;9.32
218;3;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;3994;79.9;7398161.37;6046412.21;2234876.97;0.92;0.0000;0.9577;13.9744;0.04;0.02;30.00;8.90
217;2;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4124;82.5;8764184.26;6573321.20;3435484.65;0.87;0.0014;0.9462;274.2815;0.04;0.02;39.00;8.68
215;5;GMST;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4018;80.4;44111408.76;28811298.79;17860892.57;0.86;0.2654;0.9383;14322.8071;0.07;0.05;42.00;10.81
221;1;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4090;81.8;9559415.44;8498090.71;1605123.90;0.97;0.4282;0.9751;65.1167;0.04;0.02;32.00;8.45
219;4;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4336;86.7;7966962.37;6046014.28;2541693.37;0.91;0.0105;0.9599;68.2666;0.04;0.02;41.00;10.96
222;2;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4252;85.0;15500898.27;14322322.11;1849106.28;0.99;0.5036;0.9761;758.8399;0.03;0.02;43.00;9.75
220;5;GMST;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4096;81.9;7841430.62;6124011.40;2633403.61;0.90;0.0003;0.9553;85.4121;0.04;0.03;35.00;9.49
223;3;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4040;80.8;6287530.56;5831892.00;1200036.46;0.97;0.0000;0.9747;0.2154;0.03;0.02;37.00;8.65
226;1;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4204;84.1;24759157.44;21471756.94;5423423.55;0.95;0.5928;0.9785;1160.2597;0.03;0.01;36.00;9.04
224;4;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4470;89.4;6299456.83;5831892.00;1185924.56;0.97;0.0000;0.9760;0.5731;0.03;0.02;41.00;11.12
225;5;GMST;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;300;100;4116;82.3;6244617.88;5831892.00;1118312.96;0.97;0.0000;0.9763;0.2352;0.04;0.02;37.00;9.87
227;2;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4390;87.8;27857610.56;24089288.72;6673581.11;0.95;0.7242;0.9752;2675.4091;0.03;0.02;49.00;11.51
229;4;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4702;94.0;7845520.95;7277435.16;1010516.25;0.98;0.3083;0.9812;195.7775;0.03;0.01;31.00;9.82
230;5;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4164;83.3;8721792.29;7699413.84;1409064.21;0.97;0.3360;0.9786;110.5311;0.03;0.01;45.00;11.06
228;3;GMST;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;300;100;4168;83.4;20940499.64;16217614.12;7934419.78;0.88;0.4689;0.9543;4360.9160;0.03;0.01;30.00;9.75
232;2;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4388;87.8;23639685.09;21482330.74;3092615.97;0.98;0.6746;0.9782;1492.6702;0.03;0.01;46.00;11.76
233;3;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4140;82.8;12438920.74;11185853.08;1759257.15;0.98;0.5922;0.9785;238.5218;0.03;0.01;40.00;10.05
231;1;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4114;82.3;12271506.93;10892005.87;1837506.70;0.98;0.4682;0.9786;394.3781;0.03;0.01;34.00;8.88
234;4;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4592;91.8;6376200.65;5831892.00;1305637.12;0.96;0.0000;0.9746;0.2251;0.03;0.01;35.00;8.86
236;1;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4396;87.9;33636850.45;28679831.12;7039421.43;0.96;0.4693;0.9565;2363.3964;0.03;0.01;49.00;11.15
237;2;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4474;89.5;33068506.37;28007117.24;8073853.81;0.94;0.5967;0.9815;8546.2326;0.03;0.01;33.00;8.58
238;3;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4210;84.2;29110447.17;24813910.33;6478311.54;0.95;0.5833;0.9742;6432.6010;0.03;0.01;33.00;9.93
235;5;GMST;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;300;100;4150;83.0;6331301.19;5831892.00;1292678.00;0.96;0.0000;0.9758;0.1975;0.03;0.01;36.00;10.19
239;4;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4930;98.6;6278043.56;5831892.00;1245812.04;0.96;0.0000;0.9753;0.1236;0.03;0.01;38.00;10.17
240;5;GMST;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;300;100;4404;88.1;6183594.43;5831892.00;1044976.04;0.97;0.0000;0.9791;0.0946;0.03;0.01;45.00;10.41
244;4;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4928;98.6;8719052.23;7725607.55;1349219.29;0.98;0.3452;0.9792;124.8442;0.04;0.02;30.00;10.40
243;3;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4596;91.9;50263051.06;42942722.19;12113040.67;0.95;0.7300;0.9867;8241.1328;0.04;0.02;29.00;9.10
241;1;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4632;92.6;36354608.09;30379074.58;7614045.93;0.96;0.5499;0.9731;12063.7211;0.04;0.02;34.00;8.69
242;2;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;5050;101.0;41585812.39;32314861.62;13081966.61;0.91;0.5861;0.9750;7850.8074;0.04;0.02;37.00;10.25
245;5;GMST;NaN;NaN;0.00;2.0;1.500;DATACOLLECTION;1.00;300;100;4634;92.7;8949127.32;7904735.73;1725236.82;0.96;0.2819;0.9764;188.9938;0.04;0.02;29.00;8.96
247;2;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4018;80.4;46275804.12;12659270.97;85264339.88;0.23;0.6815;0.8264;11344.3936;0.12;0.10;4.00;1.69
249;4;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4158;83.2;46723772.35;14516272.79;85142681.57;0.23;0.6796;0.8163;11172.8263;0.12;0.10;4.00;1.72
246;1;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;3926;78.5;44805201.23;12361381.96;83958582.24;0.22;0.5792;0.7636;11127.8297;0.13;0.10;4.00;1.66
248;3;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;3930;78.6;47627090.57;19803021.19;80346501.21;0.26;0.5365;0.7424;11277.3728;0.13;0.10;4.00;1.76
250;5;LSTAR_KTC;1.00;1.10;0.00;1.0;0.000;DATACOLLECTION;1.00;300;100;4018;80.4;48315968.57;20761163.98;80416894.12;0.27;0.5630;0.7589;11549.7203;0.13;0.10;4.00;1.73
251;1;LSTAR_KTC;1.00;1.10;0.00;0.5;0.500;DATACOLLECTION;1.00;300;100;4054;81.1;49179465.13;21298072.97;78591682.52;0.28;0.7585;0.8875;11143.2094;0.08;0.06;7.39;2.26
