root;fsSystem;fcContext;fcTopology;fcMobSpeed;fsGG;fsRNG;parameterYaoConeCount;fsYao;fsWOpt;fsTCAlgo;fsMAXPOWERTC;fsDKTC;fsEKTC;fsLMST;fsGMST;fsLSTARKTC;parameterKtcK;parameterEKtcK;parameterLStarKtcK;parameterLStarKtcA;weightOptimizationThreshold;fsTCint;mobilitySpeed;fcScenario;fcDATACOLLECTION;fcGOSSIP;fcPOINTTOPOINT;worldSize;nodeCount;edgeCount;topologyDensity;mEMean;mEMedian;mEStddev;mEJain;mDropRate;mEndToEndDropRate;mEndToEndLatency;mTopologyStorageSpanner;mTopologyDensitySpanner;mHopSpannerMean;mHopSpannerMax
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;2;5;1;1;0;0;300;100;4390;87;24568464;20342807;7589352;9;6670;9653;477245;4;2;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;2;5;1;1;0;0;300;100;4168;83;24420685;19527397;7964080;9;5331;9709;572969;3;1;12;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;1;5;1;1;0;0;300;100;4116;82;6524373;5831892;1541892;9;0;9671;391;4;2;13;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;2;5;1;1;0;0;300;100;4164;83;8849354;7660327;1631365;9;2556;9708;8381;4;2;15;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4114;82;12090544;11157327;1819468;9;5442;9722;12853;3;2;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4140;82;14236629;12700001;2187556;9;5312;9719;13647;3;1;13;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4388;87;23031557;20738816;3331250;9;5955;9741;138141;3;2;13;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4592;91;6595473;6045666;1599436;9;0;9675;116;4;2;11;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4396;87;30451808;25883818;6182223;9;4603;9654;678869;3;1;11;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4474;89;35381887;29397330;8534792;9;5949;9753;817304;4;2;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4210;84;36820753;32081217;8389577;9;7503;9808;281236;3;1;14;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4930;98;6404460;5831892;1515156;9;0;9701;97;3;1;13;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4404;88;6301446;5831892;1318687;9;0;9732;16;3;1;11;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;2;15;1;1;0;0;300;100;4632;92;38517628;34029366;7009713;9;5076;9523;842720;5;2;15;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;2;15;1;1;0;0;300;100;4596;91;54066994;46575305;12493612;9;6007;9690;869844;5;3;15;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;2;15;1;1;0;0;300;100;5050;101;39026949;30167498;13525713;8;4759;9538;908824;5;3;16;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;2;15;1;1;0;0;300;100;4928;98;8900156;8027702;1490084;9;3038;9739;10860;4;2;13;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;2;15;1;1;0;0;300;100;4634;92;9130398;7831263;2001765;9;1837;9639;14755;4;2;12;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4150;83;6569826;6046230;1626229;9;0;9684;114;3;2;15;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;0;1;1;0;0;300;100;3926;78;40756203;22796207;20051824;8;2597;8785;2323616;9;7;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;0;1;1;0;0;300;100;4018;80;44481765;25419527;19402377;8;2767;9113;2936393;9;7;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;0;1;1;0;0;300;100;3930;78;41659071;18652352;20400116;8;2780;9173;2982188;9;7;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;0;1;1;0;0;300;100;4158;83;44263373;25576675;20039757;8;2700;8844;2662599;9;7;10;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;0;1;1;0;0;300;100;4018;80;41882443;19142938;20431121;8;2685;8947;1846692;9;7;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;5;1;1;0;0;300;100;4054;81;39629800;33893659;8722708;9;1989;9060;753553;5;4;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;5;1;1;0;0;300;100;3994;79;32564726;26248591;8960469;9;1390;8860;537813;5;3;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;5;1;1;0;0;300;100;4336;86;33568425;27798044;7777233;9;1737;9021;600964;5;3;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;5;1;1;0;0;300;100;4124;82;35051251;28188133;8652537;9;1555;8872;556026;5;3;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;5;1;1;0;0;300;100;4090;81;13327655;9939373;4550880;9;1890;9439;85690;5;3;10;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;5;1;1;0;0;300;100;4252;85;18336940;14634372;4737672;9;3403;9494;120728;4;2;13;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;5;1;1;0;0;300;100;4040;80;9820899;6526788;4074967;8;210;9384;48535;4;2;12;5
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;5;1;1;0;0;300;100;4470;89;9320406;6982181;3944403;8;289;9409;26800;4;2;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;5;1;1;0;0;300;100;4096;81;34665763;28289645;8668210;9;1774;8929;710009;5;4;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;5;1;1;0;0;300;100;4204;84;23181551;19593705;5281614;9;5406;9617;79451;4;2;10;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;5;1;1;0;0;300;100;4702;94;9078803;8157836;1719756;9;2756;9682;7785;4;2;10;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;5;1;1;0;0;300;100;4390;87;28803994;22813576;8461052;9;5431;9557;582313;4;2;10;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;5;1;1;0;0;300;100;4116;82;8955199;6355109;3530864;8;281;9461;57044;4;3;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;5;1;1;0;0;300;100;4168;83;21793848;17450664;7981462;8;5537;9596;372921;4;2;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;5;1;1;0;0;300;100;4164;83;8988920;7658698;1776917;9;2392;9679;7789;4;2;13;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;15;1;1;0;0;300;100;4388;87;27295571;24615667;3861677;9;6558;9691;56499;4;2;10;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;15;1;1;0;0;300;100;4140;82;12904364;11611808;2114930;9;4530;9625;18437;4;2;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;15;1;1;0;0;300;100;4114;82;12453830;11021264;1992754;9;4661;9638;16030;4;2;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;15;1;1;0;0;300;100;4592;91;7284625;6189122;2353252;9;0;9533;1353;4;2;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;15;1;1;0;0;300;100;4474;89;35951550;29811227;8295675;9;6127;9724;713395;4;2;9;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;15;1;1;0;0;300;100;4396;87;31352962;27175998;5709381;9;5404;9708;589576;4;1;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;15;1;1;0;0;300;100;4210;84;39209819;32294264;9174133;9;6346;9732;553571;4;2;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;15;1;1;0;0;300;100;4632;92;43717584;37520522;8076785;9;5290;9485;943145;5;3;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;15;1;1;0;0;300;100;4404;88;6596476;5900600;1681600;9;0;9648;162;4;2;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;1;15;1;1;0;0;300;100;4930;98;6661392;5831892;1964631;9;0;9613;441;4;2;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;15;1;1;0;0;300;100;4928;98;9026877;7974251;1862049;9;2435;9647;9497;4;2;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;15;1;1;0;0;300;100;4596;91;56665408;49283777;11682091;9;7219;9833;832686;5;3;12;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;15;1;1;0;0;300;100;5050;101;42926632;34691037;13370284;9;4878;9547;1088058;5;3;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;0;15;1;1;0;0;300;100;4150;83;7249676;6168484;2300985;9;0;9562;2532;4;2;11;4
1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;14;10;10;0;0;2;15;1;1;0;0;300;100;4634;92;10497460;8655314;3185587;9;1103;9472;28075;5;3;10;4
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;0;1;1;0;0;300;100;3926;78;39220946;14821959;30922014;6;2698;8146;1085400;14;12;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;0;1;1;0;0;300;100;4018;80;40004272;15952313;33056157;6;2553;7514;953558;14;12;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;0;1;1;0;0;300;100;3930;78;42998194;19713038;29199191;6;3024;8460;1423009;14;12;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;0;1;1;0;0;300;100;4158;83;39792574;16113545;32490331;6;2680;8088;1034976;14;11;5;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;0;1;1;0;0;300;100;4018;80;41031677;15976519;29155925;6;2730;7718;1345488;13;11;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;5;1;1;0;0;300;100;4054;81;44663685;39784333;8341051;9;5487;9715;1809062;12;10;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;5;1;1;0;0;300;100;3994;79;44222847;41036607;5864990;9;5360;9761;1732408;12;10;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;5;1;1;0;0;300;100;4336;86;53265103;49678317;7235283;9;6032;9780;1761830;11;9;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;5;1;1;0;0;300;100;4124;82;49398649;47025272;5435464;9;6071;9797;1673335;11;9;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;5;1;1;0;0;300;100;4090;81;49658481;47596317;4057911;9;5282;9705;1596536;10;9;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;5;1;1;0;0;300;100;4252;85;43994485;40980009;5660513;9;5165;9767;1775892;10;8;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;5;1;1;0;0;300;100;4040;80;60529976;58340113;4366039;9;5225;9693;1646134;10;8;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;5;1;1;0;0;300;100;4096;81;66718047;62722047;7720553;9;5833;9744;1743625;11;10;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;5;1;1;0;0;300;100;4470;89;49033273;45116045;6122905;9;5021;9677;1782668;10;9;5;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;2;5;1;1;0;0;300;100;4204;84;37069706;34222003;4994043;9;4103;9634;1332359;10;8;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;5;1;1;0;0;300;100;4116;82;44243580;41488529;6840868;9;4766;9620;1809132;11;9;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;2;5;1;1;0;0;300;100;4390;87;41658679;37869112;6290232;9;3981;9443;1225067;9;7;5;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;2;5;1;1;0;0;300;100;4168;83;45360959;41314615;6269005;9;4843;9500;851803;9;7;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;2;5;1;1;0;0;300;100;4702;94;42282703;38595779;7240782;9;3021;8834;883140;9;7;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;2;5;1;1;0;0;300;100;4164;83;43279665;40471445;4527082;9;3154;9364;1342944;9;7;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4114;82;56349713;55030302;3180121;10;5662;9730;1453018;10;8;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4388;87;59561684;58117402;2629444;10;5850;9761;1338361;9;8;5;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4140;82;62889098;61388258;2406714;10;5616;9782;1400799;9;8;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;0;15;1;1;0;0;300;100;4592;91;52720475;51266129;2434880;10;5330;9759;1437618;10;8;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4474;89;53802395;51159271;5446473;9;6040;9569;511322;9;7;7;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4396;87;46275118;43429409;3955738;9;5377;9606;873042;9;7;5;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4210;84;61904729;58678201;7763276;9;5951;9523;537751;8;6;5;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;2;15;1;1;0;0;300;100;4632;92;47512400;43763443;7027502;9;5014;9244;792374;10;8;6;2
1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;10;10;10;0;0;1;15;1;1;0;0;300;100;4404;88;56376001;54549999;2706987;10;3749;9400;752483;9;7;6;2
